target,config_id,algorithm,feature_set,deployable_from_manual_ui,alpha,k,transformed,max_depth,learning_rate,n_estimators,mae,rmse,median_ae,max_ae,bias,r2,spearman
yield,knn|manual_expanded|k=6|transformed=False,knn,manual_expanded,True,,6,False,,,,8.383596459144085,11.139337642922476,4.444231090117576,29.269895161318857,4.156457724635387,-0.3905137913793524,-0.06514304561168592
yield,xgboost|manual_core|max_depth=2|learning_rate=0.1|n_estimators=100,xgboost,manual_core,True,,,,2,0.1,100,8.388225615566721,10.740703247694974,5.5643797697252495,26.75043227091595,2.7420169099968166,-0.2927721873286031,-0.08324764925508323
yield,knn|qmdesc_hybrid|k=2|transformed=False,knn,qmdesc_hybrid,False,,2,False,,,,8.388707432386134,11.856003826761402,6.137243640828757,35.50454781670196,4.982357148239994,-0.5751910164505398,0.04179582390286204
yield,xgboost|discriminating_2d|max_depth=1|learning_rate=0.1|n_estimators=100,xgboost,discriminating_2d,True,,,,1,0.1,100,8.430022258754112,10.715315456722223,7.024180145554716,26.97938694219077,2.1807921568112216,-0.28666796114083026,-0.15098946724417414
yield,knn|mechanism_hybrid|k=3|transformed=True,knn,mechanism_hybrid,False,,3,True,,,,8.431219365340285,10.161301806292665,6.662059970753155,22.739104638615387,4.2730975825375515,-0.15705836438948007,0.20467236922498733
yield,knn|manual_expanded|k=6|transformed=True,knn,manual_expanded,True,,6,True,,,,8.434043125226395,11.438206600100653,4.447375608823528,30.139204809296245,4.861001834319318,-0.46612985666023854,-0.02423527554418922
yield,knn|mechanistic_full|k=5|transformed=True,knn,mechanistic_full,False,,5,True,,,,8.43850133764996,11.19947572652805,4.553046662302613,31.307440333449463,4.662386135931715,-0.4055682883626006,-0.17445228786290867
yield,xgboost|discriminating_2d|max_depth=2|learning_rate=0.05|n_estimators=100,xgboost,discriminating_2d,True,,,,2,0.05,100,8.440491989198609,10.610942402632261,6.571924818556489,26.604378013151887,2.298584568942338,-0.2617243336359989,-0.1396678141866562
yield,knn|manual_expanded|k=3|transformed=False,knn,manual_expanded,True,,3,False,,,,8.44401403378469,11.796316294188184,3.802470833048069,28.220856249637507,4.63244031671786,-0.5593707447130503,-0.10075701625040084
yield,knn|steric_hybrid|k=4|transformed=False,knn,steric_hybrid,False,,4,False,,,,8.453590995293048,12.00007431086446,4.839406108164951,36.39770477154306,5.371630681381652,-0.6137060808831962,-0.05494560247650667
